id,title,genres,original_title,popularity,release_date,budget,revenue,runtime,vote_average,vote_count
49521,Man of Steel,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Man of Steel,99.398009,2013-06-12,225000000,662845518,143,6.5,6359
2454,The Chronicles of Narnia: Prince Caspian,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",The Chronicles of Narnia: Prince Caspian,53.978602,2008-05-15,225000000,419651413,150,6.3,1630
24428,The Avengers,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",The Avengers,144.448633,2012-04-25,220000000,1519557910,143,7.4,11776
1865,Pirates of the Caribbean: On Stranger Tides,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",Pirates of the Caribbean: On Stranger Tides,135.413856,2011-05-14,380000000,1045713802,136,6.4,4948
41154,Men in Black 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Men in Black 3,52.035179,2012-05-23,225000000,624026776,106,6.2,4160
122917,The Hobbit: The Battle of the Five Armies,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",The Hobbit: The Battle of the Five Armies,120.965743,2014-12-10,250000000,956019788,144,7.1,4760
1930,The Amazing Spider-Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",The Amazing Spider-Man,89.866276,2012-06-27,215000000,752215857,136,6.5,6586
20662,Robin Hood,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",Robin Hood,37.668301,2010-05-12,200000000,310669540,140,6.2,1398
57158,The Hobbit: The Desolation of Smaug,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",The Hobbit: The Desolation of Smaug,94.370564,2013-12-11,250000000,958400000,161,7.6,4524
2268,The Golden Compass,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",The Golden Compass,42.990906,2007-12-04,180000000,372234864,113,5.8,1303
254,King Kong,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",King Kong,61.22601,2005-12-14,207000000,550000000,187,6.6,2337
597,Titanic,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",Titanic,100.025899,1997-11-18,200000000,1845034188,194,7.5,7562
271110,Captain America: Civil War,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",Captain America: Civil War,198.372395,2016-04-27,250000000,1153304495,147,7.1,7241
44833,Battleship,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Battleship,64.928382,2012-04-11,209000000,303025485,131,5.5,2114
135397,Jurassic World,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Jurassic World,418.708552,2015-06-09,150000000,1513528810,124,6.5,8662
37724,Skyfall,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",Skyfall,93.004993,2012-10-25,200000000,1108561013,143,6.9,7604
558,Spider-Man 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",Spider-Man 2,35.149586,2004-06-25,200000000,783766341,127,6.7,4321
68721,Iron Man 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Iron Man 3,77.68208,2013-04-18,200000000,1215439994,130,6.8,8806
12155,Alice in Wonderland,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",Alice in Wonderland,78.530105,2010-03-03,200000000,1025491110,108,6.4,4645
36668,X-Men: The Last Stand,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",X-Men: The Last Stand,3.857526,2006-05-24,210000000,459359555,104,6.3,3525
62211,Monsters University,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Monsters University,89.186492,2013-06-20,200000000,743559607,104,7,3528
8373,Transformers: Revenge of the Fallen,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",Transformers: Revenge of the Fallen,21.939663,2009-06-19,150000000,836297228,150,6,3138
91314,Transformers: Age of Extinction,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",Transformers: Age of Extinction,116.840296,2014-06-25,210000000,1091405097,165,5.8,3095
68728,Oz: The Great and Powerful,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",Oz: The Great and Powerful,46.985445,2013-03-07,200000000,491868548,130,5.7,3530
102382,The Amazing Spider-Man 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",The Amazing Spider-Man 2,89.270217,2014-04-16,200000000,705717432,142,6.5,4179
20526,TRON: Legacy,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",TRON: Legacy,73.79505,2010-12-10,170000000,400062763,125,6.3,2841
49013,Cars 2,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",Cars 2,49.98659,2011-06-11,200000000,559852396,106,5.8,2033
44912,Green Lantern,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Green Lantern,51.872839,2011-06-16,200000000,219851172,114,5.1,2487
10193,Toy Story 3,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",Toy Story 3,59.995418,2010-06-16,200000000,1066969703,103,7.6,4597
534,Terminator Salvation,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",Terminator Salvation,71.862892,2009-05-20,200000000,371353001,115,5.9,2463
168259,Furious 7,"[{""id"": 28, ""name"": ""Action""}]",Furious 7,102.322217,2015-04-01,190000000,1506249360,137,7.3,4176
72190,World War Z,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",World War Z,81.834855,2013-06-20,200000000,531865000,116,6.7,5560
127585,X-Men: Days of Future Past,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",X-Men: Days of Future Past,118.078691,2014-05-15,250000000,747862775,131,7.5,6032
54138,Star Trek Into Darkness,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Star Trek Into Darkness,78.291018,2013-05-05,190000000,467365246,132,7.4,4418
81005,Jack the Giant Slayer,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",Jack the Giant Slayer,43.349855,2013-02-27,195000000,197687603,114,5.5,2598
64682,The Great Gatsby,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",The Great Gatsby,61.196071,2013-05-10,105000000,351040419,143,7.3,3769
9543,Prince of Persia: The Sands of Time,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",Prince of Persia: The Sands of Time,62.169881,2010-05-19,150000000,335154643,116,6.2,2317
68726,Pacific Rim,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",Pacific Rim,56.523205,2013-07-11,180000000,407602906,131,6.7,4794
38356,Transformers: Dark of the Moon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",Transformers: Dark of the Moon,28.529607,2011-06-28,195000000,1123746996,154,6.1,3299
217,Indiana Jones and the Kingdom of the Crystal Skull,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",Indiana Jones and the Kingdom of the Crystal Skull,75.674458,2008-05-21,185000000,786636033,122,5.7,2495
105864,The Good Dinosaur,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",The Good Dinosaur,51.692953,2015-11-14,175000000,331926147,93,6.6,1736
62177,Brave,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",Brave,125.114374,2012-06-21,185000000,538983207,93,6.7,4641
188927,Star Trek Beyond,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Star Trek Beyond,65.352913,2016-07-07,185000000,343471816,122,6.6,2568
10681,WALL·E,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",WALL·E,66.390712,2008-06-22,180000000,521311860,98,7.8,6296
5174,Rush Hour 3,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",Rush Hour 3,22.57178,2007-08-08,140000000,258022233,91,6.1,783
14161,2012,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012,45.274225,2009-10-10,200000000,769653595,158,5.6,4903
17979,A Christmas Carol,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",A Christmas Carol,39.744242,2009-11-04,200000000,325233863,96,6.6,1095
76757,Jupiter Ascending,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",Jupiter Ascending,85.36908,2015-02-04,176000003,183987723,124,5.2,2768
258489,The Legend of Tarzan,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",The Legend of Tarzan,42.741719,2016-06-29,180000000,356743061,109,5.5,2430
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",67.391328,2005-12-07,180000000,748806957,143,6.7,2629
246655,X-Men: Apocalypse,"[{""id"": 878, ""name"": ""Science Fiction""}]",X-Men: Apocalypse,139.272042,2016-05-18,178000000,543934787,144,6.4,4721
155,The Dark Knight,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",The Dark Knight,187.322927,2008-07-16,185000000,1004558444,152,8.2,12002
14160,Up,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",Up,92.201962,2009-05-13,175000000,735099082,96,7.7,6870
15512,Monsters vs Aliens,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Monsters vs Aliens,36.167578,2009-03-19,175000000,381509870,94,6,1423
1726,Iron Man,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",Iron Man,120.725053,2008-04-30,140000000,585174222,126,7.4,8776
44826,Hugo,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",Hugo,32.319043,2011-11-22,170000000,185770160,126,7,2141
8487,Wild Wild West,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 37, ""name"": ""Western""}]",Wild Wild West,40.748915,1999-06-29,170000000,222104681,106,5.1,1020
1735,The Mummy: Tomb of the Dragon Emperor,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",The Mummy: Tomb of the Dragon Emperor,60.034162,2008-07-01,145000000,401128639,112,5.2,1387
297761,Suicide Squad,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",Suicide Squad,90.23792,2016-08-02,175000000,745000000,123,5.9,7458
2698,Evan Almighty,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Evan Almighty,27.082182,2007-06-09,175000000,173000000,96,5.3,1151
137113,Edge of Tomorrow,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",Edge of Tomorrow,79.456485,2014-05-27,178000000,370541256,113,7.6,4858
9804,Waterworld,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",Waterworld,44.640292,1995-07-28,175000000,264218220,135,5.9,992
14869,G.I. Joe: The Rise of Cobra,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",G.I. Joe: The Rise of Cobra,32.852443,2009-08-04,175000000,302469017,118,5.6,1962
150540,Inside Out,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Inside Out,128.655964,2015-06-09,175000000,857611174,94,8,6560
278927,The Jungle Book,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",The Jungle Book,94.199316,2016-04-07,175000000,966550600,106,6.7,2892
10138,Iron Man 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",Iron Man 2,77.300194,2010-04-28,200000000,623933331,124,6.6,6849
58595,Snow White and the Huntsman,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",Snow White and the Huntsman,77.178973,2012-05-30,170000000,396600000,127,5.8,3118
102651,Maleficent,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",Maleficent,110.620647,2014-05-28,180000000,758539785,97,7,4496
119450,Dawn of the Planet of the Apes,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Dawn of the Planet of the Apes,243.791743,2014-06-26,170000000,710644566,130,7.3,4410
79698,The Lovers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10749, ""name"": ""Romance""}]",The Lovers,2.418535,2015-02-13,27000000,0,109,4.8,34
64686,47 Ronin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",47 Ronin,41.796339,2013-12-06,175000000,150962475,119,5.9,1326
100402,Captain America: The Winter Soldier,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Captain America: The Winter Soldier,72.225265,2014-03-20,170000000,714766572,136,7.6,5764
10192,Shrek Forever After,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",Shrek Forever After,44.041186,2010-05-16,165000000,752600867,93,6,1959
158852,Tomorrowland,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",Tomorrowland,130.311355,2015-05-19,190000000,209154322,130,6.2,2846
177572,Big Hero 6,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",Big Hero 6,203.73459,2014-10-24,165000000,652105443,102,7.8,6135
82690,Wreck-It Ralph,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",Wreck-It Ralph,62.341073,2012-11-01,165000000,471222889,108,7.1,4570
5255,The Polar Express,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",The Polar Express,47.323228,2004-11-10,165000000,305875730,100,6.4,1474
47933,Independence Day: Resurgence,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",Independence Day: Resurgence,48.775723,2016-06-22,165000000,389681935,120,4.9,2491
10191,How to Train Your Dragon,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",How to Train Your Dragon,67.263269,2010-03-05,165000000,494878759,98,7.5,4227
296,Terminator 3: Rise of the Machines,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",Terminator 3: Rise of the Machines,69.405188,2003-07-02,200000000,435000000,109,5.9,2143
118340,Guardians of the Galaxy,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",Guardians of the Galaxy,481.098624,2014-07-30,170000000,773328629,121,7.9,9742
157336,Interstellar,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",Interstellar,724.247784,2014-11-05,165000000,675120017,169,8.1,10867
27205,Inception,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",Inception,167.58371,2010-07-14,160000000,825532764,148,8.1,13752
315011,Shin Godzilla,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",シン・ゴジラ,9.476999,2016-07-29,15000000,77000000,120,6.5,143
49051,The Hobbit: An Unexpected Journey,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",The Hobbit: An Unexpected Journey,108.849621,2012-11-26,250000000,1021103568,169,7,8297
9799,The Fast and the Furious,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",The Fast and the Furious,6.909942,2001-06-22,38000000,207283925,106,6.6,3428
4922,The Curious Case of Benjamin Button,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",The Curious Case of Benjamin Button,60.269279,2008-11-24,150000000,333932083,166,7.3,3292
49538,X-Men: First Class,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",X-Men: First Class,3.195174,2011-05-24,160000000,353624124,132,7.1,5181
131634,The Hunger Games: Mockingjay - Part 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",The Hunger Games: Mockingjay - Part 2,127.284427,2015-11-18,160000000,653428261,137,6.6,3984
27022,The Sorcerer's Apprentice,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",The Sorcerer's Apprentice,35.580815,2010-07-13,150000000,215283742,109,5.8,1470
503,Poseidon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",Poseidon,21.133748,2006-05-12,160000000,181674817,99,5.5,583
241259,Alice Through the Looking Glass,"[{""id"": 14, ""name"": ""Fantasy""}]",Alice Through the Looking Glass,56.268916,2016-05-25,170000000,299370084,113,6.5,1725
810,Shrek the Third,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",Shrek the Third,42.986467,2007-05-17,160000000,798958165,93,6,2278
68735,Warcraft,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",Warcraft,63.148529,2016-05-25,160000000,433677183,123,6.3,2268
